id_encuesta;dni;fecha_llamada;hora_llamada;comunidad;edad;sexo;producto_contratado;importe_ultima_factura;satisfaccion_1_10;recomendaria;num_incidencias_previas;tipo_primera_incidencia;duracion_llamada_seg;operador
10855;28131726T;14/05/2025;20:00;C. Valenciana;54;Mujer;Fibra+Móvil;79,35;8;NO;4;Atención al cliente;480;Luciano Gómez
10790;45293271J;2025-06-15;17:51;Castilla La Mancha ;63;1;MOVIL 20GB;117.28;1;SI;2;;4;Manuel Sánchez
10603;35440668W;11/03/2025;11:56;castilla la mancha;82;h;TV Premium;74.43;3;No;0;;870;Ana Ruiz
10225;39636902F;14/08/2026;11:41;ANDALUCIA;35;H;TV Premium;134.07;7;No;0;;405;Menchu Rodríguez
10036;89404822C;12/07/2026;21:12;CLM;35;h;tv premium;37,76 €;1;NO;2;AVERIA TECNICA;502;Federico Álvarez
10015;61643613D;15/09/2026;17:08;Madrid;40;m;tv premium;186,08;7;N;0;;536;Gertrudis Pérez
10132;58519143D;2025-04-20;12:49;Castilla-La Mancha;;Mujer;Fibra 600Mb;101,95;9;SI;0;;291;Menchu Rodríguez
10371;69329493P;13/10/2026;20:29;Castilla La Mancha ;81;H;FIBRA + MOVIL;143.15;2;S;1;Atención al cliente;617;Menchu Rodríguez
10920;88142281F;25/10/2026;08:38;C. Madrid;44;2;Móvil 20GB;11273;7;n;0;;499;Menchu Rodriguez
10406;15945625Y;2026-12-02;17:03;valencia;54;Hombre;Fibra600;171,86;3;NO;1;facturacion;876;Manuel Sánchez
10650;49454815X;05/03/2026;09:21;Andalucía;48;2;tv premium;50,11;3;SI;0;;203;Ana Ruiz
10283;88990391D;14/01/2026;20:03;Andalucia;25;Hombre;MOVIL 20GB;181,04;3;N;4;Avería técnica;487;Menchu Rodriguez
11155;59079350Q;2026-05-13;16:35;ANDALUCIA;199;Hombre;Móvil 20GB;29.58;10;s;0;;616;Menchu Rodriguez
10796;34237622K;2025-04-24;12:18;Cataluña;20;M;Fibra 600Mb;125,42;10;SI;1;facturacion;647;Manuel Sánchez
10973;66094857G;2025-05-17;16:36;Andalucía;79;h;tv premium;107,28;8;n;1;Instalación;11200;Ana Ruiz
10114;16894419K;2025-04-04;13:43;Andalucía;59;Mujer;FIBRA + MOVIL;150,34;6;NO;;;446;Menchu Rodriguez
10754;39148784A;12/02/2025;11:19;C. Valenciana;63;2;FIBRA + MOVIL;129.13;6;No;2;;7;Luciano Gómez
11047;68906870F;2026-10-18;08:01;Andalucia;82;1;TV Premium;179,33 €;3;NO;0;;598;Menchu Rodriguez
10779;69529554P;21-11-26;10:54;VALENCIA;0;1;tv premium;35,57 €;;Sí;;;311;Luciano Gómez
11157;57062622L;26/05/2025;20:01;Comunidad de Madrid;28;1;Fibra600;153.37;8;No;1;facturacion;341;Ana Ruiz
10627;52938560V;2026-02-04;18:49;C. Valenciana;53;m;Móvil 50GB;37,05;8;SI;0;;664;Manuel Sánchez
11192;94788771E;2026-11-20;20:25;Castilla La Mancha ;54;2;TV Premium;104.44;1;Sí;;;344;Federico Álvarez
10272;81886966E;2026-11-06;21:41;VALENCIA;0;1;Móvil 50GB;161,75;9;NO;4;Portabilidad;4;Ana Ruiz
10961;78361702V;17/03/2026;10:02;Comunidad de Madrid;23;m;Fibra+Móvil;56,24;6;N;0;;207;Federico Álvarez
10534;83729821L;02/01/2025;08:26;C. La Mancha;23;Hombre;Fibra600;131,83;8;Sí;1;facturacion;11200;Menchu Rodríguez
10614;57255416S;01/07/2026;10:33;C. Valenciana;78;H;FIBRA 600;20,33;7;s;0;;820;Menchu Rodríguez
10167;59893839M;01/09/2026;09:38;ANDALUCIA;26;1;Móvil 20GB;59,59;3;;0;;326;Federico Álvarez
10520;77495695N;08/07/2025;16:39;valencia;56;Hombre;TV Premium;135,97;4;N;4;;286;Ana Ruiz
10312;10663461V;20/07/2025;20:59;ANDALUCIA;73;m;Móvil 50GB;63,39;;s;0;;71;Menchu Rodríguez
10331;52886324V;08/12/2026;15:19;Madrid;999;h;Móvil 50GB;108,88;9;NO;1;;437;Menchu Rodriguez
10389;81630909H;2025-10-14;16:57;Madrid;199;1;Fibra 600Mb;;8;S;0;;186;Manuel Sánchez
10081;93519329M;2025-02-27;21:57;andalucía;33;M;Fibra 600Mb;140,29;;s;2;;865;Federico Álvarez
11178;48016285J;2026-07-12;09:15;CLM;44;2;Móvil 50GB;161,50;7;;0;;674;Gertrudis Pérez
11084;35321537F;2026-09-01;16:13;Castilla la Mancha;54;m;tv premium;61,46;3;s;1;Instalación;4;Gertrudis Pérez
11036;52112898S;2025-05-19;20:06;CATALUÑA;19;Hombre;TV Premium;81,98;10;s;2;Atención al cliente;365;Gertrudis Pérez
10549;57729445M;26/07/2025;09:38;C. La Mancha;84;1;TV Premium;177,40;6;S;4;Facturación;8400;Luciano Gómez
10349;56256073D;2026-12-03;14:12;MADRID;87;Mujer;tv premium;130,57;5;N;0;;269;Federico Álvarez
10362;62791231N;02-10-25;09:12;castilla la mancha;68;2;FIBRA + MOVIL;18130;;Sí;4;Avería técnica;477;Federico Álvarez
10925;33643271W;2026-09-17;18:26;cataluña;34;Mujer;Fibra 600Mb;161,88 €;2;SI;2;Facturación;189;Ana Ruiz
11027;36268957N;02/09/2026;18:42;Cataluña;199;H;Móvil 20GB;181,45;5;n;3;Portabilidad;887;Luciano Gómez
10908;89215293D;10/07/2026;15:42;CASTILLA LA MANCHA;72;M;Móvil 50GB;135,63;10;N;0;;484;Menchu Rodriguez
10336;31068325B;24/01/2026;16:47;Cataluña;65;2;Fibra+Móvil;148.59;4;N;1;facturacion;558;Ana Ruiz
10338;59683575F;15/11/2026;21:13;Comunidad Valenciana;51;Hombre;Fibra 600Mb;44,55;5;;0;;114;Gertrudis Pérez
10994;10001827C;20/01/2026;17:17;ANDALUCIA;0;Hombre;Fibra+Móvil;131.55;7;No;0;;85;Ana Ruiz
10510;25448279A;09/04/2025;10:27;C. La Mancha;25;M;Fibra600;132,62;3;S;4;;288;Menchu Rodriguez
10715;12127517W;10/10/2026;20:05;Comunidad Valenciana;56;H;Fibra600;178,32;7;Sí;;;4;Menchu Rodriguez
10596;24270573W;28/12/2025;09:28;valencia;43;h;tv premium;127,13;9;No;1;Avería técnica;563;Ana Ruiz
10361;93197569A;2026-12-18;10:25;C. Valenciana;27;Hombre;Fibra 600Mb;157,76;;S;4;Atención al cliente;11200;Luciano Gómez
10182;58382788L;07/02/2026;12:32;ANDALUCIA;999;H;MOVIL 20GB;175.82;4;No;0;;837;Federico Álvarez
10211;46427960R;08/10/2026;21:23;Andalucía;49;Mujer;tv premium;102,60;8;NO;4;Atención al cliente;774;Gertrudis Pérez
10181;43975797V;26/08/2026;19:09;CLM;22;M;Móvil 20GB;;7;NO;1;facturacion;199;Manuel Sánchez
10071;95581888K;02/03/2026;15:01;Comunidad Valenciana;55;Hombre;MOVIL 20GB;37,24;9;NO;2;Portabilidad;265;Manuel Sánchez
10905;17522524N;2025-09-28;11:54;valencia;88;M;Móvil 50GB;97.87;3;S;1;Atención al cliente;396;Gertrudis Pérez
10777;97133326M;04/02/2026;20:33;andalucía;60;2;Fibra+Móvil;127,39;3;Sí;0;;8400;Federico Álvarez
10611;15587525Q;17/01/2026;11:23;madrid;20;1;Fibra600;143,50;2;SI;0;;777;Menchu Rodriguez
11040;58979051T;14/02/2025;21:48;madrid;47;h;FIBRA 600;59,34 €;8;S;2;Instalación;265;Luciano Gómez
10068;54197464Z;12/02/2025;10:14;Comunidad Valenciana;45;H;tv premium;171.87;6;NO;1;AVERIA TECNICA;159;Federico Álvarez
10846;56558947V;06-06-26;14:18;cataluña;66;h;Fibra+Móvil;149.91;4;;0;;399;Menchu Rodríguez
11022;55404893N;2026-12-07;11:15;castilla la mancha;38;m;Fibra+Móvil;78,35;;n;1;AVERIA TECNICA;466;Gertrudis Pérez
10789;82348108T;2026-10-07;17:48;Castilla la Mancha;23;h;FIBRA + MOVIL;66,67;3;S;1;Facturación;127;Luciano Gómez
10185;86064723Q;01-07-26;14:14;Comunidad de Madrid;69;1;Móvil 50GB;180,87 €;1;NO;1;AVERIA TECNICA;417;Menchu Rodriguez
10007;10641349Q;15/06/2025;15:13;CATALUÑA;-3;1;Fibra 600Mb;142,49;6;;3;AVERIA TECNICA;125;Federico Álvarez
10976;25466150T;09/04/2026;10:54;Comunidad Valenciana;999;1;TV Premium;74,37;1;N;2;Atención al cliente;143;Gertrudis Pérez
10573;80388955P;11/12/2026;12:37;andalucía;53;m;tv premium;121,31;5;N;0;;274;Menchu Rodríguez
10087;14148288G;27/04/2026;16:23;valencia;26;M;Fibra600;173,96 €;5;S;0;;110;Manuel Sánchez
10921;33001891M;03/05/2026;12:17;cataluña;35;Mujer;TV Premium;46,26;5;S;0;;685;Menchu Rodriguez
10149;92463542S;2026-12-25;08:07;cataluña;27;2;Fibra+Móvil;;7;s;2;facturacion;555;Menchu Rodriguez
10721;14639127F;20/05/2025;10:49;C. Valenciana;;Mujer;FIBRA 600;145,96 €;;N;2;facturacion;600;Menchu Rodríguez
10630;13478172C;01-06-26;20:13;Catalunya;59;M;tv premium;80,69 €;;NO;0;;207;Menchu Rodríguez
11198;25639122Q;03-01-25;16:13;Madrid;48;1;FIBRA 600;26.52;1;;0;;478;Gertrudis Pérez
10413;42100657T;12/02/2026;17:15;MADRID;199;Hombre;Fibra 600Mb;69,34;1;N;1;AVERIA TECNICA;414;Menchu Rodríguez
11005;79736330B;03/04/2026;18:01;Comunidad Valenciana;50;Mujer;TV Premium;20,62;5;No;0;;206;Manuel Sánchez
10459;88804353A;2025-10-01;11:16;CASTILLA LA MANCHA;75;Mujer;TV Premium;140,09;9;N;0;;8400;Ana Ruiz
11037;74215111C;14-08-25;08:20;Castilla La Mancha ;19;h;Fibra600;29,56;;NO;1;AVERIA TECNICA;151;Menchu Rodríguez
10583;49966367S;04/02/2025;17:24;C. Madrid;59;m;Fibra 600Mb;82.12;2;;1;Facturación;8400;Menchu Rodriguez
10387;53767849M;11-05-25;17:14;VALENCIA;21;m;FIBRA 600;162.67;3;s;3;facturacion;849;Menchu Rodríguez
10326;76436539A;2025-05-24;13:53;C. La Mancha;0;Hombre;FIBRA + MOVIL;137,46;9;NO;2;Facturación;8400;Menchu Rodríguez
10455;10770115B;2025-03-24;21:44;valencia;52;H;Móvil 20GB;187,99;6;S;1;AVERIA TECNICA;66;Menchu Rodriguez
10474;40213563D;2026-09-24;15:10;Castilla La Mancha ;76;1;Fibra 600Mb;121,83;;Sí;1;facturacion;459;Manuel Sánchez
11016;86857873J;21/04/2025;11:19;Castilla-La Mancha;999;2;tv premium;75,26;2;N;2;Portabilidad;208;Menchu Rodríguez
10514;10345738H;02/05/2025;15:41;madrid;34;2;Móvil 20GB;28.27;7;;2;facturacion;71;Federico Álvarez
10717;17713756H;23-04-26;08:40;MADRID;999;Mujer;Fibra600;178,97;7;SI;2;;739;Manuel Sánchez
10291;99283454A;19-05-25;18:32;CATALUÑA;69;h;tv premium;13840;2;n;0;;82;Manuel Sánchez
10521;53685387S;20/04/2025;21:07;Comunidad de Madrid;52;M;Fibra 600Mb;69,83;7;N;;;7;Manuel Sánchez
10404;65759896J;21-11-25;18:58;castilla la mancha;25;Mujer;Fibra 600Mb;78,90;5;No;0;;377;Manuel Sánchez
10179;24568405K;10/01/2025;14:33;castilla la mancha;78;Mujer;Fibra+Móvil;79,53;5;NO;2;;168;Menchu Rodríguez
10539;82359480D;21/10/2025;18:39;C. Madrid;31;2;FIBRA 600;75,46;1;Sí;0;;573;Federico Álvarez
10786;58087436L;18/12/2026;12:32;ANDALUCIA;76;1;Fibra 600Mb;148,34;2;NO;1;Portabilidad;413;Federico Álvarez
10756;12842422R;2026-11-17;16:15;VALENCIA;40;M;Fibra 600Mb;45,30 €;6;N;2;;66;Ana Ruiz
11079;76380213T;2026-08-08;20:54;MADRID;199;h;FIBRA 600;91,94 €;5;N;4;AVERIA TECNICA;698;Gertrudis Pérez
10206;12797426K;16/07/2026;18:33;MADRID;59;h;Móvil 50GB;30,30;;;0;;684;Luciano Gómez
10243;24978268V;07/01/2026;16:46;castilla la mancha;87;2;Fibra600;116.96;4;n;3;Atención al cliente;415;Menchu Rodriguez
10438;25485695D;07/08/2026;20:19;madrid;32;m;FIBRA + MOVIL;80,50;5;Sí;3;;808;Ana Ruiz
10318;31442622N;02/06/2026;13:33;CATALUÑA;28;m;Móvil 20GB;181,25;10;s;1;Facturación;203;Menchu Rodríguez
11135;69568098K;2026-06-01;14:55;C. Madrid;40;m;Móvil 50GB;150,21;;S;0;;4;Ana Ruiz
10960;58461841R;28/12/2025;14:51;andalucía;42;H;tv premium;52,32 €;;n;2;AVERIA TECNICA;281;Menchu Rodríguez
10345;35858816S;06/01/2025;16:59;cataluña;50;h;TV Premium;28,67;1;Sí;0;;96;Ana Ruiz
10621;47322352K;11/11/2025;15:56;madrid;57;h;Móvil 20GB;154.08;10;s;0;;380;Gertrudis Pérez
10820;38943472R;2025-02-14;09:09;MADRID;31;m;FIBRA 600;170,07;7;n;1;Atención al cliente;566;Menchu Rodriguez
10106;41125751M;08/08/2025;11:34;C. La Mancha;59;1;tv premium;179,05 €;9;;2;Facturación;8400;Luciano Gómez
10634;98616848Y;07/08/2025;19:47;andalucía;25;H;Fibra+Móvil;102,59 €;10;SI;0;;130;Federico Álvarez
11008;49595517K;22-01-25;11:29;ANDALUCIA;33;H;Fibra 600Mb;108,33 €;2;n;2;;513;Menchu Rodríguez
10745;65741078W;23/10/2025;11:53;cataluña;-3;H;Móvil 20GB;173.75;4;Sí;;;101;Ana Ruiz
10483;23851493V;2025-12-03;10:30;CASTILLA LA MANCHA;61;h;FIBRA + MOVIL;188,63;9;s;;;331;Luciano Gómez
10821;14758123Y;2025-09-15;17:21;C. Madrid;41;h;MOVIL 20GB;25,70;;N;3;Avería técnica;843;Menchu Rodríguez
10638;90601340V;27-05-25;09:22;Cataluña;44;Mujer;Fibra 600Mb;147,00;;SI;;;349;Menchu Rodriguez
10753;22251262W;02/07/2025;14:13;Andalucía;38;Hombre;Móvil 50GB;37,39;7;SI;1;;208;Manuel Sánchez
10639;85253408G;2025-07-18;12:40;Cataluña;21;Mujer;tv premium;54,81;8;N;0;;851;Menchu Rodríguez
10305;46233307F;04/11/2025;17:50;CASTILLA LA MANCHA;71;h;Móvil 20GB;;1;No;0;;458;Menchu Rodriguez
10655;76059736Y;17/02/2026;11:23;castilla la mancha;42;1;FIBRA 600;70,52;5;s;;;789;Menchu Rodríguez
10710;89074732F;2026-01-28;16:52;CLM;24;Mujer;Móvil 20GB;3730;2;n;0;;267;Luciano Gómez
11061;83391716M;21-06-26;21:32;Catalunya;46;Hombre;Fibra600;34,68;2;S;3;Instalación;624;Menchu Rodríguez
10339;40805859L;20/10/2026;09:04;Cataluña;21;h;Móvil 20GB;149,29;;S;;;510;Gertrudis Pérez
10907;18950030D;06/09/2025;14:38;CASTILLA LA MANCHA;33;Mujer;FIBRA 600;70,97;9;;;;143;Menchu Rodriguez
10582;29223934R;08/02/2026;10:12;CASTILLA LA MANCHA;58;H;Fibra 600Mb;125,89 €;5;NO;;;729;Manuel Sánchez
10895;34696515S;28/05/2025;12:43;madrid;25;Hombre;Móvil 50GB;22.88;4;s;0;;211;Luciano Gómez
10072;39165426T;28/05/2025;12:20;CASTILLA LA MANCHA;28;h;FIBRA + MOVIL;100,47;6;s;1;;506;Ana Ruiz
10141;72005068Q;2025-02-10;08:06;CLM;76;Hombre;tv premium;44.62;5;s;1;Portabilidad;553;Manuel Sánchez
10138;55375500G;02/09/2025;10:13;Castilla La Mancha ;82;h;Fibra+Móvil;25.93;7;;1;Portabilidad;698;Luciano Gómez
10469;24316018S;28/05/2025;17:21;CASTILLA LA MANCHA;19;M;Fibra 600Mb;124.83;5;NO;0;;4;Menchu Rodriguez
10672;29796124L;06/11/2026;10:40;Andalucia;67;1;Fibra 600Mb;149.91;8;Sí;;;11200;Menchu Rodríguez
10859;41907118R;17-05-25;18:57;Cataluña;74;1;Móvil 20GB;79.26;4;s;0;;238;Menchu Rodríguez
10551;61733044J;25/03/2025;09:50;C. La Mancha;52;H;FIBRA 600;58,54;8;N;2;AVERIA TECNICA;814;Gertrudis Pérez
10864;34055189N;06-07-25;21:30;CASTILLA LA MANCHA;72;H;Móvil 50GB;92,76;1;SI;0;;240;Gertrudis Pérez
10374;41489786E;06/08/2026;11:51;Comunidad Valenciana;75;Hombre;Fibra 600Mb;48,24 €;3;No;2;;508;Luciano Gómez
11069;86068553D;11/15/2025;20:37;ANDALUCIA;999;Hombre;FIBRA 600;41.63;8;NO;3;facturacion;522;Manuel Sánchez
10233;82089139V;2025-09-06;09:30;Madrid;74;H;Fibra+Móvil;107.20;2;No;2;Atención al cliente;97;Gertrudis Pérez
10911;35011236B;27/02/2026;21:14;CASTILLA LA MANCHA;46;Hombre;FIBRA + MOVIL;108.64;9;SI;;;455;Gertrudis Pérez
10538;54096554Z;06/05/2025;12:05;Andalucía;0;2;Fibra600;116.13;1;No;1;;633;Federico Álvarez
10533;20239675Q;09-11-25;17:05;Catalunya;19;Mujer;Fibra 600Mb;107,44;;S;2;Atención al cliente;212;Gertrudis Pérez
10029;65381563E;08/04/2025;14:39;madrid;33;2;Fibra+Móvil;24,13;4;No;0;;699;Menchu Rodriguez
10685;57479674L;20/03/2025;12:57;ANDALUCIA;999;h;FIBRA 600;69,65;8;NO;2;Facturación;740;Federico Álvarez
10436;95144803X;2025-09-16;14:13;Andalucia;199;h;Fibra600;66,54;3;S;0;;8400;Menchu Rodriguez
10104;52199254M;17/08/2026;14:54;Castilla La Mancha ;39;m;FIBRA 600;185,34;10;N;1;Portabilidad;382;Menchu Rodríguez
10280;67150719E;10/03/2026;13:22;Castilla la Mancha;999;h;Fibra600;71,34 €;4;n;1;Avería técnica;11200;Menchu Rodríguez
10970;47812980A;03-08-26;18:23;Castilla-La Mancha;23;Hombre;MOVIL 20GB;137,91 €;6;No;0;;206;Gertrudis Pérez
11091;90370145A;2025-08-23;11:29;Castilla la Mancha;73;2;Fibra 600Mb;159.43;3;NO;0;;433;Menchu Rodríguez
10034;23649762F;2025-10-28;13:51;madrid;33;H;Fibra600;83,31 €;;s;0;;589;Menchu Rodríguez
10506;33859156N;04/21/2025;20:33;VALENCIA;75;2;Móvil 20GB;123,56;;No;0;;523;Federico Álvarez
10319;30260109C;09/11/2026;13:39;Andalucia;75;2;FIBRA + MOVIL;136.46;2;No;1;Instalación;389;Menchu Rodríguez
10503;11056162L;19/09/2026;09:31;CATALUÑA;39;m;FIBRA + MOVIL;64,87 €;1;SI;4;Avería técnica;626;Gertrudis Pérez
10537;56007255Y;06/07/2025;19:59;Madrid;;H;TV Premium;65,98;1;NO;;;536;Federico Álvarez
11104;10926793Y;03-08-25;12:41;VALENCIA;75;2;FIBRA 600;172,65;3;N;3;Avería técnica;215;Gertrudis Pérez
10192;31408373T;09/12/2025;13:02;castilla la mancha;23;h;MOVIL 20GB;157,84 €;1;Sí;2;;294;Menchu Rodriguez
10372;13835700K;13/01/2025;09:27;valencia;69;2;Móvil 20GB;94,05;9;SI;1;Instalación;4;Federico Álvarez
10738;28901347P;2025-11-25;10:54;madrid;18;m;Fibra+Móvil;;;Sí;;;268;Gertrudis Pérez
10735;16582982H;2025-02-14;12:50;madrid;60;M;Fibra600;135,67;10;No;1;Facturación;512;Menchu Rodríguez
10142;85368228K;2025-10-21;09:41;ANDALUCIA;68;M;tv premium;40,35;8;NO;2;;490;Menchu Rodríguez
10516;71602446B;24-07-26;09:43;ANDALUCIA;49;Hombre;FIBRA 600;85,44;1;SI;;;135;Manuel Sánchez
10059;83669038Q;2026-10-28;09:49;castilla la mancha;88;2;TV Premium;142,97;8;N;1;Avería técnica;830;Menchu Rodriguez
10073;63989836W;01/04/2025;14:18;C. Madrid;55;2;MOVIL 20GB;111,64;4;N;0;;872;Menchu Rodríguez
10500;47564723Q;2026-03-28;20:47;madrid;50;2;TV Premium;118.97;6;NO;0;;788;Menchu Rodriguez
10536;62823936C;2026-03-08;16:59;VALENCIA;81;M;Fibra+Móvil;169,17 €;6;SI;0;;205;Federico Álvarez
10764;72654514G;13/05/2025;09:56;C. La Mancha;67;h;FIBRA + MOVIL;52.20;8;n;1;;201;Ana Ruiz
10110;29457450C;08/11/2026;11:53;ANDALUCIA;76;1;Fibra600;163,80;2;s;1;Portabilidad;213;Manuel Sánchez
11092;96661652N;22-04-26;09:57;Castilla-La Mancha;-3;m;Fibra600;144,65;10;NO;2;Avería técnica;7;Ana Ruiz
10001;64951938B;13-02-25;19:50;Castilla La Mancha ;36;1;MOVIL 20GB;165,59;10;No;2;Atención al cliente;630;Menchu Rodríguez
10048;52775417F;11-05-25;13:47;ANDALUCIA;50;H;Fibra600;82.71;4;N;1;AVERIA TECNICA;77;Federico Álvarez
10484;39083264G;2025-11-27;18:07;valencia;50;1;tv premium;121.90;5;S;0;;302;Menchu Rodríguez
10803;18535293G;2026-03-16;11:52;Castilla-La Mancha;77;2;Fibra600;18289;7;N;1;Portabilidad;854;Manuel Sánchez
10832;30542615P;05-11-25;17:36;castilla la mancha;999;Hombre;Fibra 600Mb;66,16;9;;0;;286;Menchu Rodriguez
10198;65483317M;2026-01-13;11:47;madrid;19;H;FIBRA + MOVIL;130,48 €;4;s;0;;693;Menchu Rodríguez
10569;81799524H;19-07-25;10:53;ANDALUCIA;37;h;FIBRA 600;102.83;8;NO;0;;280;Luciano Gómez
10741;95417637J;01/17/2025;08:51;andalucía;57;h;Fibra600;39,19 €;4;NO;0;;722;Gertrudis Pérez
10451;19640426X;2025-05-23;15:31;C. Madrid;199;2;FIBRA + MOVIL;65,98;5;s;4;;82;Manuel Sánchez
10646;46864635A;2025-05-27;17:20;castilla la mancha;84;1;FIBRA + MOVIL;164,35;;SI;1;;738;Menchu Rodriguez
10263;36044167Z;15/09/2025;15:17;madrid;199;1;FIBRA 600;34,76;8;No;0;;505;Manuel Sánchez
10432;50106830Q;08/12/2026;20:18;ANDALUCIA;88;h;tv premium;163,69;7;S;2;Portabilidad;729;Menchu Rodriguez
11044;10018723Y;12-12-25;10:13;Andalucia;39;H;MOVIL 20GB;;10;s;0;;8400;Ana Ruiz
10719;94901389G;05/09/2026;17:17;C. La Mancha;27;Mujer;Fibra600;165,91 €;4;n;1;AVERIA TECNICA;547;Menchu Rodríguez
10876;49847781H;2026-05-10;10:53;Madrid;70;m;tv premium;46,56;3;n;;;7;Ana Ruiz
10078;90207312D;2026-11-21;19:12;Castilla-La Mancha;81;M;Fibra+Móvil;155,76;10;;0;;11200;Menchu Rodriguez
10370;72811170J;2026-12-28;20:09;Cataluña;56;Mujer;Fibra+Móvil;25,27;;Sí;2;Atención al cliente;183;Gertrudis Pérez
10170;92309496R;04/05/2026;18:48;andalucía;73;m;Móvil 20GB;110,63 €;1;S;2;Facturación;808;Federico Álvarez
10647;68849048X;2025-05-19;08:43;ANDALUCIA;65;Hombre;MOVIL 20GB;66.91;4;NO;2;Atención al cliente;243;Manuel Sánchez
10348;20282717B;17/07/2026;17:53;Castilla la Mancha;23;2;MOVIL 20GB;180,69;6;s;4;Facturación;753;Ana Ruiz
10393;83562804L;27-10-26;17:28;C. Valenciana;78;H;Móvil 20GB;165.06;;;2;AVERIA TECNICA;512;Ana Ruiz
10450;37299518R;28-08-25;21:00;cataluña;0;M;MOVIL 20GB;26,57;9;N;0;;347;Menchu Rodríguez
10490;22073884M;28/04/2025;19:41;Comunidad Valenciana;63;h;MOVIL 20GB;148,63;3;S;1;Avería técnica;852;Federico Álvarez
10562;85427026M;12/03/2025;12:56;C. Madrid;84;h;Móvil 50GB;62,21;8;No;1;Atención al cliente;118;Luciano Gómez
10145;32076966T;2025-02-19;09:49;Andalucía;23;Mujer;Fibra 600Mb;51.82;2;S;2;Atención al cliente;175;Menchu Rodríguez
10868;66027892S;23/01/2025;15:32;Madrid;19;m;Fibra 600Mb;92,85;10;n;0;;796;Luciano Gómez
10700;28575378X;23/06/2026;08:09;Catalunya;87;m;Fibra600;177.56;3;n;1;Avería técnica;874;Ana Ruiz
10948;40578982Q;14/08/2026;21:29;andalucía;60;H;Móvil 50GB;;;N;1;AVERIA TECNICA;829;Federico Álvarez
11007;93883351C;10/11/2026;08:28;Madrid;66;M;TV Premium;29,50;8;N;1;Facturación;82;Federico Álvarez
10011;75357980L;07-03-26;20:02;Madrid;71;Mujer;Fibra 600Mb;178,23;5;S;3;Atención al cliente;479;Menchu Rodríguez
11017;14210540S;2026-02-15;20:19;Comunidad Valenciana;46;2;MOVIL 20GB;18928;7;Sí;0;;56;Federico Álvarez
10558;84708453C;2025-11-10;10:21;Comunidad de Madrid;39;2;Móvil 50GB;112,25;9;NO;0;;571;Menchu Rodriguez
10368;88410845F;2026-06-13;08:37;Castilla la Mancha;50;M;Fibra+Móvil;;4;Sí;1;;4;Menchu Rodriguez
10559;30130679J;2026-11-16;19:50;Comunidad Valenciana;70;m;FIBRA + MOVIL;120,06;9;Sí;2;Facturación;469;Gertrudis Pérez
10416;78811741X;11/20/2025;09:42;Cataluña;21;2;TV Premium;187.54;10;N;4;Atención al cliente;7;Ana Ruiz
10391;53235830E;14-11-26;17:46;castilla la mancha;30;h;TV Premium;24,78;5;Sí;1;Atención al cliente;366;Federico Álvarez
10479;37656364G;28-06-26;11:18;Andalucía;32;H;Fibra 600Mb;121,12;3;NO;;;514;Ana Ruiz
10027;70298197D;12/05/2026;14:09;cataluña;49;m;tv premium;;8;No;0;;786;Manuel Sánchez
10218;11371632F;03/12/2026;21:20;CASTILLA LA MANCHA;56;2;FIBRA 600;166,07;10;;1;Facturación;178;Menchu Rodríguez
10931;55239247X;12/09/2026;12:54;valencia;31;1;FIBRA + MOVIL;69,99 €;10;NO;2;Atención al cliente;7;Menchu Rodríguez
10038;78048018H;19/01/2025;14:55;CASTILLA LA MANCHA;54;1;Fibra 600Mb;139,87;7;S;1;;223;Gertrudis Pérez
11095;39275191H;14/08/2025;12:49;C. Madrid;38;Mujer;Fibra600;62,14;8;S;3;Facturación;385;Gertrudis Pérez
10168;63145851R;02/11/2025;21:46;madrid;30;2;Fibra 600Mb;118,85;1;S;3;Portabilidad;337;Federico Álvarez
11144;83671166F;04/06/2026;10:11;castilla la mancha;85;Mujer;tv premium;27,76;10;s;0;;566;Federico Álvarez
10364;14302686J;13/09/2025;08:25;VALENCIA;999;h;Móvil 20GB;71,75;;;2;AVERIA TECNICA;406;Federico Álvarez
10475;90456408Q;14/10/2026;19:23;andalucía;46;H;Fibra+Móvil;85,13 €;8;Sí;2;facturacion;280;Gertrudis Pérez
10525;36515337Z;27/09/2025;15:29;C. Valenciana;67;2;MOVIL 20GB;;2;S;0;;150;Manuel Sánchez
10501;33000989Y;2025-04-01;17:45;Castilla La Mancha ;20;2;FIBRA 600;52,04;1;NO;;;186;Menchu Rodríguez
10687;68915357X;2025-05-04;17:14;madrid;86;M;FIBRA 600;158,43;7;NO;3;Facturación;349;Ana Ruiz
10057;76824713A;2026-06-19;21:35;CATALUÑA;78;Hombre;TV Premium;11233;6;S;0;;548;Manuel Sánchez
10771;98483367J;2025-10-07;18:42;CATALUÑA;65;m;FIBRA 600;180,15;10;S;1;facturacion;734;Gertrudis Pérez
10870;39607456H;2026-11-11;14:49;Castilla La Mancha ;-3;Hombre;tv premium;112,12;1;N;1;Avería técnica;783;Ana Ruiz
10934;99826483V;01-06-25;15:27;Madrid;37;1;TV Premium;;5;S;3;Atención al cliente;380;Menchu Rodríguez
10697;57622493L;05/08/2026;14:31;Castilla-La Mancha;40;m;Móvil 20GB;85,91;1;Sí;2;Facturación;687;Federico Álvarez
